type,s,x,y,z,yaw,slope,curvature,segment_id,lon,lat
point,830.000,732.829,344.012,163.495,0.53454920,-0.00116399,0.00000000,830,113.960327141,22.533090311
point,831.000,733.690,344.521,163.493,0.53454920,-0.00116399,0.00000000,831,113.960335510,22.533094888
point,832.000,734.550,345.031,163.492,0.53454920,-0.00116399,0.00000000,832,113.960343879,22.533099464
point,833.000,735.411,345.540,163.491,0.53454920,-0.00116399,0.00000000,833,113.960352248,22.533104041
point,834.000,736.271,346.050,163.490,0.53454920,-0.00116399,0.00000000,834,113.960360617,22.533108617
point,835.000,737.132,346.559,163.489,0.53454920,-0.00116399,0.00000000,835,113.960368986,22.533113194
point,836.000,737.992,347.069,163.488,0.53454920,-0.00116399,0.00000000,836,113.960377355,22.533117770
point,837.000,738.853,347.578,163.487,0.53454920,-0.00116399,0.00000000,837,113.960385724,22.533122347
point,838.000,739.713,348.087,163.485,0.53454920,-0.00116399,0.00000000,838,113.960394092,22.533126923
point,839.000,740.574,348.597,163.484,0.53454920,-0.00116399,0.00000000,839,113.960402461,22.533131500
point,840.000,741.434,349.106,163.483,0.53749686,0.00810710,0.00294943,840,113.960410830,22.533136076
point,841.000,742.291,349.620,163.500,0.55679148,0.06878772,0.01639265,841,113.960419160,22.533140693
point,842.000,743.125,350.159,163.620,0.57323336,0.12047728,0.00000000,842,113.960427272,22.533145530
point,843.000,743.959,350.697,163.740,0.57323336,0.12047728,0.00000000,843,113.960435384,22.533150367
point,844.000,744.793,351.236,163.859,0.57323336,0.12047728,0.00000000,844,113.960443497,22.533155204
point,845.000,745.627,351.774,163.979,0.57323336,0.12047728,0.00000000,845,113.960451609,22.533160041
point,846.000,746.461,352.313,164.098,0.57323336,0.12047728,0.00000000,846,113.960459722,22.533164878
point,847.000,747.295,352.851,164.218,0.57323336,0.12047728,0.00000000,847,113.960467834,22.533169715
point,848.000,748.130,353.390,164.338,0.57323336,0.12047728,0.00000000,848,113.960475946,22.533174552
point,849.000,748.964,353.928,164.457,0.57323336,0.12047728,0.00000000,849,113.960484059,22.533179389
point,850.000,749.798,354.466,164.577,0.57323336,0.12047728,0.00000000,850,113.960492171,22.533184226
point,851.000,750.632,355.005,164.697,0.57323336,0.12047728,0.00000000,851,113.960500284,22.533189063
point,852.000,751.466,355.543,164.816,0.57323336,0.12047728,0.00000000,852,113.960508396,22.533193900
point,853.000,752.300,356.082,164.936,0.57323336,0.12047728,0.00000000,853,113.960516508,22.533198737
point,854.000,753.134,356.620,165.055,0.57323336,0.12047728,0.00000000,854,113.960524621,22.533203574
point,855.000,753.968,357.159,165.175,0.57323336,0.12047728,0.00000000,855,113.960532733,22.533208411
point,856.000,754.802,357.697,165.295,0.57323336,0.12047728,0.00000000,856,113.960540845,22.533213248
point,857.000,755.637,358.236,165.414,0.57323336,0.12047728,0.00000000,857,113.960548958,22.533218085
point,858.000,756.471,358.774,165.534,0.57323336,0.12047728,0.00000000,858,113.960557070,22.533222922
point,859.000,757.305,359.313,165.653,0.57323336,0.12047728,0.00000000,859,113.960565183,22.533227760
point,860.000,758.139,359.851,165.773,0.59153460,0.13993371,0.01835123,860,113.960573295,22.533232597
point,861.000,758.948,360.417,165.930,0.61125617,0.16084747,0.00132058,861,113.960581167,22.533237678
point,862.000,759.756,360.984,166.091,0.61257697,0.16224597,0.00000000,862,113.960589021,22.533242776
point,863.000,760.564,361.552,166.251,0.61257697,0.16224597,0.00000000,863,113.960596876,22.533247874
point,864.000,761.371,362.119,166.411,0.61257697,0.16224597,0.00000000,864,113.960604730,22.533252973
point,865.000,762.179,362.687,166.571,0.61257697,0.16224597,0.00000000,865,113.960612585,22.533258071
point,866.000,762.986,363.254,166.731,0.61257697,0.16224597,0.00000000,866,113.960620439,22.533263170
point,867.000,763.794,363.822,166.891,0.61257697,0.16224597,0.00000000,867,113.960628294,22.533268268
point,868.000,764.602,364.390,167.052,0.61257697,0.16224597,0.00000000,868,113.960636149,22.533273367
point,869.000,765.409,364.957,167.212,0.61257697,0.16224597,0.00000000,869,113.960644003,22.533278465
point,870.000,766.217,365.525,167.372,0.61257697,0.16224597,0.00000000,870,113.960651858,22.533283564
point,871.000,767.024,366.092,167.532,0.61257697,0.16224597,0.00000000,871,113.960659712,22.533288662
point,872.000,767.832,366.660,167.692,0.61257697,0.16224597,0.00000000,872,113.960667567,22.533293760
point,873.000,768.640,367.227,167.852,0.61257697,0.16224597,0.00000000,873,113.960675421,22.533298859
point,874.000,769.447,367.795,168.012,0.61257697,0.16224597,0.00000000,874,113.960683276,22.533303957
point,875.000,770.255,368.362,168.173,0.61257697,0.16224597,0.00000000,875,113.960691130,22.533309056
point,876.000,771.062,368.930,168.333,0.61257697,0.16224597,0.00000000,876,113.960698985,22.533314154
point,877.000,771.870,369.498,168.493,0.61257697,0.16224597,0.00000000,877,113.960706839,22.533319253
point,878.000,772.678,370.065,168.653,0.61257697,0.16224597,0.00000000,878,113.960714694,22.533324351
point,879.000,773.485,370.633,168.813,0.63106460,0.13783934,0.01842800,879,113.960722549,22.533329450
point,880.000,774.277,371.233,168.926,0.65060631,0.11199009,0.00117307,880,113.960730244,22.533334847
point,881.000,775.067,371.836,169.036,0.65177911,0.11043728,0.00000000,881,113.960737929,22.533340263
point,882.000,775.857,372.439,169.146,0.65177911,0.11043728,0.00000000,882,113.960745615,22.533345679
point,883.000,776.647,373.042,169.255,0.65177911,0.11043728,0.00000000,883,113.960753300,22.533351095
point,884.000,777.437,373.645,169.365,0.65177911,0.11043728,0.00000000,884,113.960760985,22.533356512
point,885.000,778.228,374.248,169.475,0.65177911,0.11043728,0.00000000,885,113.960768670,22.533361928
point,886.000,779.018,374.851,169.585,0.65177911,0.11043728,0.00000000,886,113.960776356,22.533367344
point,887.000,779.808,375.454,169.694,0.65177911,0.11043728,0.00000000,887,113.960784041,22.533372761
point,888.000,780.598,376.057,169.804,0.65177911,0.11043728,0.00000000,888,113.960791726,22.533378177
point,889.000,781.388,376.660,169.914,0.65177911,0.11043728,0.00000000,889,113.960799412,22.533383593
point,890.000,782.179,377.263,170.024,0.65177911,0.11043728,0.00000000,890,113.960807097,22.533389009
point,891.000,782.969,377.866,170.133,0.65177911,0.11043728,0.00000000,891,113.960814782,22.533394426
point,892.000,783.759,378.469,170.243,0.65177911,0.11043728,0.00000000,892,113.960822467,22.533399842
point,893.000,784.549,379.072,170.353,0.65177911,0.11043728,0.00000000,893,113.960830153,22.533405258
point,894.000,785.339,379.675,170.463,0.65177911,0.11043728,0.00000000,894,113.960837838,22.533410674
point,895.000,786.130,380.277,170.573,0.65177911,0.11043728,0.00000000,895,113.960845523,22.533416091
point,896.000,786.920,380.880,170.682,0.65177911,0.11043728,0.00000000,896,113.960853208,22.533421507
point,897.000,787.710,381.483,170.792,0.65935121,0.09072354,0.00756377,897,113.960860894,22.533426923
point,898.000,788.493,382.100,170.863,0.67842828,0.04103642,0.01149979,898,113.960868506,22.533432458
point,899.000,789.264,382.736,170.874,0.68990624,0.01113318,0.00000000,899,113.960876007,22.533438176
point,900.000,790.035,383.372,170.885,0.68990624,0.01113318,0.00000000,900,113.960883508,22.533443893
point,901.000,790.806,384.009,170.896,0.68990624,0.01113318,0.00000000,901,113.960891009,22.533449610
point,902.000,791.578,384.645,170.907,0.68990624,0.01113318,0.00000000,902,113.960898510,22.533455327
point,903.000,792.349,385.282,170.919,0.68990624,0.01113318,0.00000000,903,113.960906011,22.533461044
point,904.000,793.120,385.918,170.930,0.68990624,0.01113318,0.00000000,904,113.960913512,22.533466761
point,905.000,793.891,386.555,170.941,0.68990624,0.01113318,0.00000000,905,113.960921013,22.533472478
point,906.000,794.663,387.191,170.952,0.68990624,0.01113318,0.00000000,906,113.960928515,22.533478195
point,907.000,795.434,387.827,170.963,0.68990624,0.01113318,0.00000000,907,113.960936016,22.533483912
point,908.000,796.205,388.464,170.974,0.68990624,0.01113318,0.00000000,908,113.960943517,22.533489629
point,909.000,796.977,389.100,170.985,0.68990624,0.01113318,0.00000000,909,113.960951018,22.533495347
point,910.000,797.748,389.737,170.996,0.68990624,0.01113318,0.00000000,910,113.960958519,22.533501064
point,911.000,798.519,390.373,171.008,0.68990624,0.01113318,0.00000000,911,113.960966020,22.533506781
point,912.000,799.290,391.009,171.019,0.68990624,0.01113318,0.00000000,912,113.960973521,22.533512498
point,913.000,800.062,391.646,171.030,0.68990624,0.01113318,0.00000000,913,113.960981022,22.533518215
point,914.000,800.833,392.282,171.041,0.68990624,0.01113318,0.00000000,914,113.960988523,22.533523932
point,915.000,801.604,392.919,171.052,0.69440624,0.00262164,0.00450115,915,113.960996024,22.533529649
point,916.000,802.369,393.562,171.046,0.71241227,-0.03143475,0.01351081,916,113.961003465,22.533535426
point,917.000,803.116,394.225,170.989,0.72593016,-0.05699623,0.00000000,917,113.961010727,22.533541379
point,918.000,803.863,394.887,170.932,0.72593016,-0.05699623,0.00000000,918,113.961017989,22.533547333
point,919.000,804.609,395.550,170.876,0.72593016,-0.05699623,0.00000000,919,113.961025251,22.533553286
point,920.000,805.356,396.213,170.819,0.72593016,-0.05699623,0.00000000,920,113.961032513,22.533559240
point,921.000,806.103,396.876,170.762,0.72593016,-0.05699623,0.00000000,921,113.961039775,22.533565194
point,922.000,806.849,397.538,170.705,0.72593016,-0.05699623,0.00000000,922,113.961047037,22.533571147
point,923.000,807.596,398.201,170.648,0.72593016,-0.05699623,0.00000000,923,113.961054299,22.533577101
point,924.000,808.343,398.864,170.591,0.72593016,-0.05699623,0.00000000,924,113.961061561,22.533583055
point,925.000,809.089,399.527,170.534,0.72593016,-0.05699623,0.00000000,925,113.961068823,22.533589008
point,926.000,809.836,400.189,170.477,0.72593016,-0.05699623,0.00000000,926,113.961076085,22.533594962
point,927.000,810.583,400.852,170.420,0.72593016,-0.05699623,0.00000000,927,113.961083347,22.533600916
point,928.000,811.329,401.515,170.363,0.72593016,-0.05699623,0.00000000,928,113.961090608,22.533606869
point,929.000,812.076,402.178,170.306,0.72593016,-0.05699623,0.00000000,929,113.961097870,22.533612823
point,930.000,812.823,402.840,170.250,0.72593016,-0.05699623,0.00000000,930,113.961105132,22.533618776
point,931.000,813.569,403.503,170.193,0.72593016,-0.05699623,0.00000000,931,113.961112394,22.533624730
point,932.000,814.316,404.166,170.136,0.72593016,-0.05699623,0.00000000,932,113.961119656,22.533630684
point,933.000,815.063,404.829,170.079,0.73136994,-0.05282318,0.00543910,933,113.961126918,22.533636637
point,934.000,815.802,405.500,170.030,0.74780006,-0.04021006,0.01098694,934,113.961134111,22.533642665
point,935.000,816.527,406.187,169.999,0.75878223,-0.03177297,0.00000000,935,113.961141166,22.533648843
point,936.000,817.253,406.875,169.967,0.75878223,-0.03177297,0.00000000,936,113.961148220,22.533655020
point,937.000,817.978,407.563,169.935,0.75878223,-0.03177297,0.00000000,937,113.961155274,22.533661198
point,938.000,818.703,408.250,169.903,0.75878223,-0.03177297,0.00000000,938,113.961162328,22.533667376
point,939.000,819.429,408.938,169.871,0.75878223,-0.03177297,0.00000000,939,113.961169382,22.533673553
point,940.000,820.154,409.626,169.840,0.75878223,-0.03177297,0.00000000,940,113.961176436,22.533679731
point,941.000,820.879,410.313,169.808,0.75878223,-0.03177297,0.00000000,941,113.961183491,22.533685909
point,942.000,821.605,411.001,169.776,0.75878223,-0.03177297,0.00000000,942,113.961190545,22.533692086
point,943.000,822.330,411.689,169.744,0.75878223,-0.03177297,0.00000000,943,113.961197599,22.533698264
point,944.000,823.055,412.377,169.713,0.75878223,-0.03177297,0.00000000,944,113.961204653,22.533704441
point,945.000,823.781,413.064,169.681,0.75878223,-0.03177297,0.00000000,945,113.961211707,22.533710619
point,946.000,824.506,413.752,169.649,0.75878223,-0.03177297,0.00000000,946,113.961218762,22.533716797
point,947.000,825.231,414.440,169.617,0.75878223,-0.03177297,0.00000000,947,113.961225816,22.533722974
point,948.000,825.956,415.127,169.586,0.75878223,-0.03177297,0.00000000,948,113.961232870,22.533729152
point,949.000,826.682,415.815,169.554,0.75878223,-0.03177297,0.00000000,949,113.961239924,22.533735330
point,950.000,827.407,416.503,169.522,0.75878223,-0.03177297,0.00000000,950,113.961246978,22.533741507
point,951.000,828.132,417.190,169.490,0.76801574,0.00811496,0.00924500,951,113.961254033,22.533747685
point,952.000,828.843,417.890,169.538,0.78234167,0.06999910,0.00507252,952,113.961260945,22.533753966
point,953.000,829.546,418.595,169.630,0.78741728,0.09192155,0.00000000,953,113.961267779,22.533760304
point,954.000,830.249,419.301,169.721,0.78741728,0.09192155,0.00000000,954,113.961274614,22.533766643
point,955.000,830.951,420.006,169.813,0.78741728,0.09192155,0.00000000,955,113.961281448,22.533772981
point,956.000,831.654,420.712,169.905,0.78741728,0.09192155,0.00000000,956,113.961288283,22.533779319
point,957.000,832.357,421.417,169.996,0.78741728,0.09192155,0.00000000,957,113.961295117,22.533785657
point,958.000,833.059,422.123,170.088,0.78741728,0.09192155,0.00000000,958,113.961301952,22.533791995
point,959.000,833.762,422.829,170.179,0.78741728,0.09192155,0.00000000,959,113.961308786,22.533798333
point,960.000,834.465,423.534,170.271,0.78741728,0.09192155,0.00000000,960,113.961315620,22.533804671
point,961.000,835.168,424.240,170.362,0.78741728,0.09192155,0.00000000,961,113.961322455,22.533811010
point,962.000,835.870,424.945,170.454,0.78741728,0.09192155,0.00000000,962,113.961329289,22.533817348
point,963.000,836.573,425.651,170.545,0.78741728,0.09192155,0.00000000,963,113.961336124,22.533823686
point,964.000,837.276,426.356,170.637,0.78741728,0.09192155,0.00000000,964,113.961342958,22.533830024
point,965.000,837.978,427.062,170.728,0.78741728,0.09192155,0.00000000,965,113.961349793,22.533836362
point,966.000,838.681,427.767,170.820,0.78741728,0.09192155,0.00000000,966,113.961356627,22.533842700
point,967.000,839.384,428.473,170.911,0.78741728,0.09192155,0.00000000,967,113.961363462,22.533849038
point,968.000,840.087,429.179,171.003,0.78823409,0.09765010,0.00081761,968,113.961370296,22.533855377
point,969.000,840.787,429.884,171.106,0.79982577,0.17893763,0.01091331,969,113.961377106,22.533861712
point,970.000,841.454,430.586,171.354,0.81087913,0.25642789,0.00000000,970,113.961383596,22.533868020
point,971.000,842.121,431.288,171.602,0.81087913,0.25642789,0.00000000,971,113.961390086,22.533874328
point,972.000,842.789,431.990,171.851,0.81087913,0.25642789,0.00000000,972,113.961396575,22.533880636
point,973.000,843.456,432.693,172.099,0.81087913,0.25642789,0.00000000,973,113.961403065,22.533886943
point,974.000,844.123,433.395,172.348,0.81087913,0.25642789,0.00000000,974,113.961409555,22.533893251
point,975.000,844.790,434.097,172.596,0.81087913,0.25642789,0.00000000,975,113.961416045,22.533899559
point,976.000,845.458,434.799,172.844,0.81087913,0.25642789,0.00000000,976,113.961422534,22.533905867
point,977.000,846.125,435.501,173.093,0.81087913,0.25642789,0.00000000,977,113.961429024,22.533912174
point,978.000,846.792,436.203,173.341,0.81087913,0.25642789,0.00000000,978,113.961435514,22.533918482
point,979.000,847.459,436.906,173.590,0.81087913,0.25642789,0.00000000,979,113.961442004,22.533924790
point,980.000,848.127,437.608,173.838,0.81087913,0.25642789,0.00000000,980,113.961448494,22.533931098
point,981.000,848.794,438.310,174.086,0.81087913,0.25642789,0.00000000,981,113.961454983,22.533937405
point,982.000,849.461,439.012,174.335,0.81087913,0.25642789,0.00000000,982,113.961461473,22.533943713
point,983.000,850.129,439.714,174.583,0.81087913,0.25642789,0.00000000,983,113.961467963,22.533950021
point,984.000,850.796,440.416,174.832,0.81087913,0.25642789,0.00000000,984,113.961474453,22.533956329
point,985.000,851.463,441.119,175.080,0.81087913,0.25642789,0.00000000,985,113.961480942,22.533962636
point,986.000,852.130,441.821,175.328,0.81208064,0.26459279,0.00120439,986,113.961487432,22.533968944
point,987.000,852.793,442.521,175.591,0.82071358,0.32324597,0.00753580,987,113.961493875,22.533975236
point,988.000,853.426,443.211,175.943,0.82835951,0.37517336,0.00000000,988,113.961500031,22.533981433
point,989.000,854.059,443.901,176.294,0.82835951,0.37517336,0.00000000,989,113.961506188,22.533987631
point,990.000,854.692,444.591,176.645,0.82835951,0.37517336,0.00000000,990,113.961512344,22.533993828
point,991.000,855.325,445.281,176.996,0.82835951,0.37517336,0.00000000,991,113.961518501,22.534000025
point,992.000,855.958,445.971,177.348,0.82835951,0.37517336,0.00000000,992,113.961524657,22.534006222
point,993.000,856.591,446.660,177.699,0.82835951,0.37517336,0.00000000,993,113.961530814,22.534012419
point,994.000,857.224,447.350,178.050,0.82835951,0.37517336,0.00000000,994,113.961536970,22.534018617
point,995.000,857.857,448.040,178.401,0.82835951,0.37517336,0.00000000,995,113.961543127,22.534024814
point,996.000,858.490,448.730,178.753,0.82835951,0.37517336,0.00000000,996,113.961549283,22.534031011
point,997.000,859.123,449.420,179.104,0.82835951,0.37517336,0.00000000,997,113.961555439,22.534037208
point,998.000,859.756,450.110,179.455,0.82835951,0.37517336,0.00000000,998,113.961561596,22.534043405
point,999.000,860.389,450.800,179.807,0.82835951,0.37517336,0.00000000,999,113.961567752,22.534049603
point,1000.000,861.022,451.490,180.158,0.82835951,0.37517336,0.00000000,1000,113.961573909,22.534055800
point,1001.000,861.655,452.179,180.509,0.82835951,0.37517336,0.00000000,1001,113.961580065,22.534061997
point,1002.000,862.288,452.869,180.860,0.82835951,0.37517336,0.00000000,1002,113.961586222,22.534068194
point,1003.000,862.921,453.559,181.212,0.82835951,0.37517336,0.00000000,1003,113.961592378,22.534074391
point,1004.000,863.554,454.249,181.563,0.82835951,0.37517336,0.00000000,1004,113.961598535,22.534080589
point,1005.000,864.187,454.939,181.914,0.83212106,0.37873671,0.00376604,1005,113.961604691,22.534086786
point,1006.000,864.813,455.632,182.271,0.83756745,0.38388660,0.00167674,1006,113.961610783,22.534093011
point,1007.000,865.436,456.326,182.631,0.83924507,0.38547060,0.00000000,1007,113.961616845,22.534099248
point,1008.000,866.060,457.021,182.991,0.83924507,0.38547060,0.00000000,1008,113.961622907,22.534105486
point,1009.000,866.683,457.715,183.350,0.83924507,0.38547060,0.00000000,1009,113.961628970,22.534111723
point,1010.000,867.306,458.409,183.710,0.83924507,0.38547060,0.00000000,1010,113.961635032,22.534117960
point,1011.000,867.930,459.104,184.070,0.83924507,0.38547060,0.00000000,1011,113.961641094,22.534124198
point,1012.000,868.553,459.798,184.429,0.83924507,0.38547060,0.00000000,1012,113.961647156,22.534130435
point,1013.000,869.176,460.492,184.789,0.83924507,0.38547060,0.00000000,1013,113.961653219,22.534136672
point,1014.000,869.800,461.187,185.149,0.83924507,0.38547060,0.00000000,1014,113.961659281,22.534142910
point,1015.000,870.423,461.881,185.508,0.83924507,0.38547060,0.00000000,1015,113.961665343,22.534149147
point,1016.000,871.046,462.575,185.868,0.83924507,0.38547060,0.00000000,1016,113.961671406,22.534155385
point,1017.000,871.670,463.270,186.228,0.83924507,0.38547060,0.00000000,1017,113.961677468,22.534161622
point,1018.000,872.293,463.964,186.587,0.83924507,0.38547060,0.00000000,1018,113.961683530,22.534167859
point,1019.000,872.916,464.658,186.947,0.83924507,0.38547060,0.00000000,1019,113.961689593,22.534174097
point,1020.000,873.540,465.353,187.307,0.83924507,0.38547060,0.00000000,1020,113.961695655,22.534180334
point,1021.000,874.163,466.047,187.666,0.83924507,0.38547060,0.00000000,1021,113.961701717,22.534186571
point,1022.000,874.786,466.741,188.026,0.83924507,0.38547060,0.00000000,1022,113.961707780,22.534192809
point,1023.000,875.410,467.436,188.386,0.83972713,0.37333425,0.00048033,1023,113.961713842,22.534199046
point,1024.000,876.037,468.136,188.725,0.84169448,0.32380377,0.00147223,1024,113.961719942,22.534205334
point,1025.000,876.676,468.853,189.001,0.84315019,0.28715348,0.00000000,1025,113.961726159,22.534211781
point,1026.000,877.315,469.571,189.277,0.84315019,0.28715348,0.00000000,1026,113.961732377,22.534218229
point,1027.000,877.955,470.289,189.553,0.84315019,0.28715348,0.00000000,1027,113.961738594,22.534224677
point,1028.000,878.594,471.007,189.829,0.84315019,0.28715348,0.00000000,1028,113.961744812,22.534231124
point,1029.000,879.233,471.724,190.105,0.84315019,0.28715348,0.00000000,1029,113.961751029,22.534237572
point,1030.000,879.872,472.442,190.381,0.84315019,0.28715348,0.00000000,1030,113.961757247,22.534244019
point,1031.000,880.512,473.160,190.657,0.84315019,0.28715348,0.00000000,1031,113.961763464,22.534250467
point,1032.000,881.151,473.878,190.933,0.84315019,0.28715348,0.00000000,1032,113.961769682,22.534256914
point,1033.000,881.790,474.595,191.209,0.84315019,0.28715348,0.00000000,1033,113.961775900,22.534263362
point,1034.000,882.429,475.313,191.485,0.84315019,0.28715348,0.00000000,1034,113.961782117,22.534269809
point,1035.000,883.069,476.031,191.761,0.84315019,0.28715348,0.00000000,1035,113.961788335,22.534276257
point,1036.000,883.708,476.748,192.037,0.84315019,0.28715348,0.00000000,1036,113.961794552,22.534282704
point,1037.000,884.347,477.466,192.313,0.84315019,0.28715348,0.00000000,1037,113.961800770,22.534289152
point,1038.000,884.987,478.184,192.589,0.84315019,0.28715348,0.00000000,1038,113.961806987,22.534295600
point,1039.000,885.626,478.902,192.865,0.84315019,0.28715348,0.00000000,1039,113.961813205,22.534302047
point,1040.000,886.265,479.619,193.141,0.84315019,0.28715348,0.00000000,1040,113.961819422,22.534308495
point,1041.000,886.904,480.337,193.417,0.84257704,0.26138613,0.00057019,1041,113.961825640,22.534314942
point,1042.000,887.551,481.062,193.646,0.84096296,0.18882116,0.00103691,1042,113.961831930,22.534321450
point,1043.000,888.212,481.799,193.788,0.83993599,0.14265061,0.00000000,1043,113.961838357,22.534328072
point,1044.000,888.873,482.536,193.929,0.83993599,0.14265061,0.00000000,1044,113.961844784,22.534334694
point,1045.000,889.534,483.273,194.070,0.83993599,0.14265061,0.00000000,1045,113.961851212,22.534341316
point,1046.000,890.195,484.010,194.211,0.83993599,0.14265061,0.00000000,1046,113.961857639,22.534347938
point,1047.000,890.855,484.747,194.352,0.83993599,0.14265061,0.00000000,1047,113.961864066,22.534354559
point,1048.000,891.516,485.484,194.494,0.83993599,0.14265061,0.00000000,1048,113.961870493,22.534361181
point,1049.000,892.177,486.222,194.635,0.83993599,0.14265061,0.00000000,1049,113.961876920,22.534367803
point,1050.000,892.838,486.959,194.776,0.83993599,0.14265061,0.00000000,1050,113.961883347,22.534374425
point,1051.000,893.499,487.696,194.917,0.83993599,0.14265061,0.00000000,1051,113.961889774,22.534381047
point,1052.000,894.159,488.433,195.058,0.83993599,0.14265061,0.00000000,1052,113.961896201,22.534387669
point,1053.000,894.820,489.170,195.200,0.83993599,0.14265061,0.00000000,1053,113.961902628,22.534394290
point,1054.000,895.481,489.907,195.341,0.83993599,0.14265061,0.00000000,1054,113.961909055,22.534400912
point,1055.000,896.142,490.644,195.482,0.83993599,0.14265061,0.00000000,1055,113.961915482,22.534407534
point,1056.000,896.803,491.382,195.623,0.83993599,0.14265061,0.00000000,1056,113.961921909,22.534414156
point,1057.000,897.464,492.119,195.765,0.83993599,0.14265061,0.00000000,1057,113.961928336,22.534420778
point,1058.000,898.124,492.856,195.906,0.83993599,0.14265061,0.00000000,1058,113.961934763,22.534427400
point,1059.000,898.785,493.593,196.047,0.83500669,0.09232356,0.00490730,1059,113.961941190,22.534434021
point,1060.000,899.459,494.330,196.089,0.82991905,0.04037755,0.00020230,1060,113.961947746,22.534440644
point,1061.000,900.134,495.067,196.128,0.82971679,0.03831238,0.00000000,1061,113.961954307,22.534447266
point,1062.000,900.808,495.805,196.166,0.82971679,0.03831238,0.00000000,1062,113.961960868,22.534453888
point,1063.000,901.483,496.542,196.204,0.82971679,0.03831238,0.00000000,1063,113.961967429,22.534460511
point,1064.000,902.158,497.279,196.243,0.82971679,0.03831238,0.00000000,1064,113.961973990,22.534467133
point,1065.000,902.832,498.016,196.281,0.82971679,0.03831238,0.00000000,1065,113.961980551,22.534473756
point,1066.000,903.507,498.753,196.319,0.82971679,0.03831238,0.00000000,1066,113.961987112,22.534480378
point,1067.000,904.181,499.491,196.357,0.82971679,0.03831238,0.00000000,1067,113.961993673,22.534487000
point,1068.000,904.856,500.228,196.396,0.82971679,0.03831238,0.00000000,1068,113.962000234,22.534493623
point,1069.000,905.531,500.965,196.434,0.82971679,0.03831238,0.00000000,1069,113.962006795,22.534500245
point,1070.000,906.205,501.702,196.472,0.82971679,0.03831238,0.00000000,1070,113.962013356,22.534506867
point,1071.000,906.880,502.439,196.511,0.82971679,0.03831238,0.00000000,1071,113.962019917,22.534513490
point,1072.000,907.554,503.177,196.549,0.82971679,0.03831238,0.00000000,1072,113.962026478,22.534520112
point,1073.000,908.229,503.914,196.587,0.82971679,0.03831238,0.00000000,1073,113.962033039,22.534526735
point,1074.000,908.903,504.651,196.625,0.82971679,0.03831238,0.00000000,1074,113.962039600,22.534533357
point,1075.000,909.578,505.388,196.664,0.82971679,0.03831238,0.00000000,1075,113.962046161,22.534539979
point,1076.000,910.253,506.125,196.702,0.82397500,0.03586531,0.00574139,1076,113.962052722,22.534546602
point,1077.000,910.936,506.855,196.735,0.81554427,0.03227014,0.00268959,1077,113.962059365,22.534553155
point,1078.000,911.623,507.581,196.766,0.81285483,0.03112277,0.00000000,1078,113.962066048,22.534559676
point,1079.000,912.310,508.307,196.798,0.81285483,0.03112277,0.00000000,1079,113.962072731,22.534566197
point,1080.000,912.997,509.033,196.829,0.81285483,0.03112277,0.00000000,1080,113.962079413,22.534572718
point,1081.000,913.684,509.758,196.860,0.81285483,0.03112277,0.00000000,1081,113.962086096,22.534579238
point,1082.000,914.371,510.484,196.891,0.81285483,0.03112277,0.00000000,1082,113.962092778,22.534585759
point,1083.000,915.058,511.210,196.922,0.81285483,0.03112277,0.00000000,1083,113.962099461,22.534592280
point,1084.000,915.745,511.936,196.953,0.81285483,0.03112277,0.00000000,1084,113.962106144,22.534598801
point,1085.000,916.433,512.662,196.984,0.81285483,0.03112277,0.00000000,1085,113.962112826,22.534605322
point,1086.000,917.120,513.388,197.015,0.81285483,0.03112277,0.00000000,1086,113.962119509,22.534611843
point,1087.000,917.807,514.114,197.046,0.81285483,0.03112277,0.00000000,1087,113.962126191,22.534618364
point,1088.000,918.494,514.840,197.078,0.81285483,0.03112277,0.00000000,1088,113.962132874,22.534624885
point,1089.000,919.181,515.566,197.109,0.81285483,0.03112277,0.00000000,1089,113.962139557,22.534631406
point,1090.000,919.868,516.292,197.140,0.81285483,0.03112277,0.00000000,1090,113.962146239,22.534637926
point,1091.000,920.555,517.018,197.171,0.81285483,0.03112277,0.00000000,1091,113.962152922,22.534644447
point,1092.000,921.242,517.743,197.202,0.81285483,0.03112277,0.00000000,1092,113.962159604,22.534650968
point,1093.000,921.929,518.469,197.233,0.80925659,0.04415152,0.00360174,1093,113.962166287,22.534657489
point,1094.000,922.620,519.189,197.290,0.79781279,0.08558331,0.00785442,1094,113.962173007,22.534663953
point,1095.000,923.320,519.895,197.404,0.78994250,0.11407119,0.00000000,1095,113.962179809,22.534670292
point,1096.000,924.019,520.600,197.517,0.78994250,0.11407119,0.00000000,1096,113.962186611,22.534676632
point,1097.000,924.718,521.306,197.630,0.78994250,0.11407119,0.00000000,1097,113.962193413,22.534682972
point,1098.000,925.418,522.012,197.744,0.78994250,0.11407119,0.00000000,1098,113.962200214,22.534689312
point,1099.000,926.117,522.718,197.857,0.78994250,0.11407119,0.00000000,1099,113.962207016,22.534695651
point,1100.000,926.816,523.423,197.970,0.78994250,0.11407119,0.00000000,1100,113.962213818,22.534701991
point,1101.000,927.516,524.129,198.084,0.78994250,0.11407119,0.00000000,1101,113.962220620,22.534708331
point,1102.000,928.215,524.835,198.197,0.78994250,0.11407119,0.00000000,1102,113.962227422,22.534714671
point,1103.000,928.914,525.540,198.310,0.78994250,0.11407119,0.00000000,1103,113.962234223,22.534721010
